ID_Aluno	Nome	Data_Feedback	Feedback_Instrutor	Indice_Bem_Estar_Social
824	Thomas Aragão	2025-04-11	Precisa desenvolver mais confiança para expressar suas ideias	0.363
824	Thomas Aragão	2025-05-15	Demonstra evolução constante ao longo do curso	0.936
825	Murilo Teixeira	2024-10-06	Demonstra evolução constante ao longo do curso	0.894
825	Murilo Teixeira	2024-11-11	Precisa trabalhar melhor em equipe	0.477
825	Murilo Teixeira	2025-02-20	Precisa se esforçar mais para acompanhar o ritmo da turma	0.203
825	Murilo Teixeira	2025-06-28	Mantém consistência no desempenho ao longo do tempo	0.593
825	Murilo Teixeira	2025-08-13	Mostra interesse, mas falta um pouco de foco durante as aulas	0.14
825	Murilo Teixeira	2025-09-17	Bom desempenho, mas pode melhorar a participação nas discussões	0.053
826	Carlos Eduardo Correia	2024-11-12	Tem potencial, mas precisa se dedicar mais aos estudos	0.344
826	Carlos Eduardo Correia	2025-01-08	Colaborativo e sempre disposto a ajudar os colegas	0.175
826	Carlos Eduardo Correia	2025-03-03	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.363
826	Carlos Eduardo Correia	2025-05-15	Apresentou melhora significativa neste período	0.754
827	Pedro Porto	2025-01-07	Excelente capacidade analítica e pensamento crítico	0.547
827	Pedro Porto	2025-02-06	Mostra interesse, mas falta um pouco de foco durante as aulas	0.177
827	Pedro Porto	2025-05-20	Estudante dedicado, sempre entrega as atividades no prazo	0.618
827	Pedro Porto	2025-09-01	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.924
828	Ana Clara da Luz	2024-12-13	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.389
828	Ana Clara da Luz	2025-05-13	Demonstra criatividade nas soluções apresentadas	0.373
828	Ana Clara da Luz	2025-08-19	Precisa desenvolver mais confiança para expressar suas ideias	0.976
829	Daniela da Rosa	2024-10-23	Mostra iniciativa para resolver problemas complexos	0.256
829	Daniela da Rosa	2024-11-21	Demonstra criatividade nas soluções apresentadas	0.078
829	Daniela da Rosa	2025-02-24	Tem dificuldades com alguns conceitos, mas está progredindo	0.996
829	Daniela da Rosa	2025-05-10	Tem dificuldades com alguns conceitos, mas está progredindo	0.093
829	Daniela da Rosa	2025-06-05	Mantém consistência no desempenho ao longo do tempo	0.311
829	Daniela da Rosa	2025-07-16	Mostra interesse, mas falta um pouco de foco durante as aulas	0.769
830	Julia Silveira	2024-11-03	Demonstra criatividade nas soluções apresentadas	0.384
830	Julia Silveira	2025-01-05	Colaborativo e sempre disposto a ajudar os colegas	0.88
830	Julia Silveira	2025-02-14	Mantém consistência no desempenho ao longo do tempo	0.973
830	Julia Silveira	2025-03-10	Estudante dedicado, sempre entrega as atividades no prazo	0.306
830	Julia Silveira	2025-05-25	Precisa trabalhar melhor em equipe	0.668
830	Julia Silveira	2025-06-17	Precisa trabalhar melhor em equipe	0.599
830	Julia Silveira	2025-07-08	Mantém consistência no desempenho ao longo do tempo	0.688
830	Julia Silveira	2025-09-04	Tem potencial, mas precisa se dedicar mais aos estudos	0.07
831	Paulo Azevedo	2024-10-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.222
831	Paulo Azevedo	2024-11-15	Pontual e organizado, exemplo para a turma	0.278
831	Paulo Azevedo	2025-01-18	Precisa desenvolver mais confiança para expressar suas ideias	0.749
831	Paulo Azevedo	2025-03-02	Mostra iniciativa para resolver problemas complexos	0.922
831	Paulo Azevedo	2025-04-16	Bom desempenho, mas pode melhorar a participação nas discussões	0.292
831	Paulo Azevedo	2025-05-27	Tem dificuldades com alguns conceitos, mas está progredindo	0.91
831	Paulo Azevedo	2025-07-17	Tem dificuldades com alguns conceitos, mas está progredindo	0.704
831	Paulo Azevedo	2025-09-10	Demonstra evolução constante ao longo do curso	0.879
832	Pedro Lucas Freitas	2024-12-07	Tem potencial, mas precisa se dedicar mais aos estudos	0.798
832	Pedro Lucas Freitas	2025-01-18	Demonstra maior engajamento nas atividades práticas	0.072
832	Pedro Lucas Freitas	2025-02-19	Precisa se esforçar mais para acompanhar o ritmo da turma	0.249
832	Pedro Lucas Freitas	2025-04-03	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.07
832	Pedro Lucas Freitas	2025-05-06	Estudante dedicado, sempre entrega as atividades no prazo	0.979
832	Pedro Lucas Freitas	2025-06-25	Precisa trabalhar melhor em equipe	0.355
832	Pedro Lucas Freitas	2025-07-21	Mantém consistência no desempenho ao longo do tempo	0.093
832	Pedro Lucas Freitas	2025-09-25	Precisa desenvolver mais confiança para expressar suas ideias	0.127
833	Maria Fernanda Santos	2024-10-09	Precisa trabalhar melhor em equipe	0.682
833	Maria Fernanda Santos	2025-02-10	Precisa desenvolver mais confiança para expressar suas ideias	0.45
833	Maria Fernanda Santos	2025-03-07	Estudante dedicado, sempre entrega as atividades no prazo	0.47
833	Maria Fernanda Santos	2025-04-22	Precisa trabalhar melhor em equipe	0.329
833	Maria Fernanda Santos	2025-06-06	Pontual e organizado, exemplo para a turma	0.148
833	Maria Fernanda Santos	2025-07-06	Tem dificuldades com alguns conceitos, mas está progredindo	0.323
833	Maria Fernanda Santos	2025-08-18	Precisa se esforçar mais para acompanhar o ritmo da turma	0.056
833	Maria Fernanda Santos	2025-09-12	Precisa se esforçar mais para acompanhar o ritmo da turma	0.072
834	Nicolas Sales	2024-12-04	Excelente capacidade analítica e pensamento crítico	0.079
834	Nicolas Sales	2025-01-16	Líder natural, ajuda os colegas frequentemente	0.057
834	Nicolas Sales	2025-08-09	Apresentou melhora significativa neste período	0.054
835	Vitor Hugo da Mata	2025-01-09	Participativo e questionador, contribui para o aprendizado da turma	0.681
835	Vitor Hugo da Mata	2025-03-04	Colaborativo e sempre disposto a ajudar os colegas	0.76
835	Vitor Hugo da Mata	2025-05-27	Precisa desenvolver mais confiança para expressar suas ideias	0.863
835	Vitor Hugo da Mata	2025-08-08	Líder natural, ajuda os colegas frequentemente	0.005
836	Camila Aragão	2024-12-05	Demonstra maior engajamento nas atividades práticas	0.387
836	Camila Aragão	2025-02-27	Precisa desenvolver mais confiança para expressar suas ideias	0.737
836	Camila Aragão	2025-03-15	Mantém consistência no desempenho ao longo do tempo	0.09
836	Camila Aragão	2025-04-22	Estudante dedicado, sempre entrega as atividades no prazo	0.791
836	Camila Aragão	2025-05-26	Precisa desenvolver mais confiança para expressar suas ideias	0.336
836	Camila Aragão	2025-06-03	Tem potencial, mas precisa se dedicar mais aos estudos	0.391
837	Yago Oliveira	2024-10-05	Mostra iniciativa para resolver problemas complexos	0.963
837	Yago Oliveira	2024-11-04	Apresentou melhora significativa neste período	0.868
837	Yago Oliveira	2025-01-10	Apresentou melhora significativa neste período	0.911
837	Yago Oliveira	2025-04-06	Tem dificuldades com alguns conceitos, mas está progredindo	0.816
838	Ana Novaes	2024-10-01	Colaborativo e sempre disposto a ajudar os colegas	0.761
838	Ana Novaes	2024-11-01	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.519
838	Ana Novaes	2024-12-20	Mostra interesse, mas falta um pouco de foco durante as aulas	0.769
838	Ana Novaes	2025-01-01	Participativo e questionador, contribui para o aprendizado da turma	0.268
838	Ana Novaes	2025-02-13	Excelente capacidade analítica e pensamento crítico	0.793
838	Ana Novaes	2025-03-27	Precisa se esforçar mais para acompanhar o ritmo da turma	0.547
838	Ana Novaes	2025-04-24	Pontual e organizado, exemplo para a turma	0.518
838	Ana Novaes	2025-08-26	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.665
839	Diogo Azevedo	2024-10-16	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.976
839	Diogo Azevedo	2024-11-24	Precisa trabalhar melhor em equipe	0.695
839	Diogo Azevedo	2025-02-24	Estudante dedicado, sempre entrega as atividades no prazo	0.333
839	Diogo Azevedo	2025-05-22	Mantém consistência no desempenho ao longo do tempo	0.459
839	Diogo Azevedo	2025-07-08	Precisa se esforçar mais para acompanhar o ritmo da turma	0.105
839	Diogo Azevedo	2025-09-18	Precisa trabalhar melhor em equipe	0.426
840	Cauê Azevedo	2024-11-19	Mantém consistência no desempenho ao longo do tempo	0.899
840	Cauê Azevedo	2025-04-14	Apresentou melhora significativa neste período	0.812
840	Cauê Azevedo	2025-05-18	Demonstra maior engajamento nas atividades práticas	0.33
840	Cauê Azevedo	2025-07-14	Apresentou melhora significativa neste período	0.049
840	Cauê Azevedo	2025-09-03	Tem potencial, mas precisa se dedicar mais aos estudos	0.881
841	Mariana Almeida	2024-10-10	Estudante dedicado, sempre entrega as atividades no prazo	0.666
841	Mariana Almeida	2024-11-03	Estudante dedicado, sempre entrega as atividades no prazo	0.381
841	Mariana Almeida	2024-12-03	Participativo e questionador, contribui para o aprendizado da turma	0.948
841	Mariana Almeida	2025-01-01	Demonstra evolução constante ao longo do curso	0.514
841	Mariana Almeida	2025-02-19	Demonstra maior engajamento nas atividades práticas	0.34
841	Mariana Almeida	2025-04-21	Mantém consistência no desempenho ao longo do tempo	0.366
841	Mariana Almeida	2025-06-20	Excelente capacidade analítica e pensamento crítico	0.808
841	Mariana Almeida	2025-07-04	Demonstra maior engajamento nas atividades práticas	0.553
842	João Pedro Barbosa	2024-10-13	Precisa trabalhar melhor em equipe	0.316
842	João Pedro Barbosa	2025-01-28	Tem potencial, mas precisa se dedicar mais aos estudos	0.453
842	João Pedro Barbosa	2025-02-15	Precisa se esforçar mais para acompanhar o ritmo da turma	0.696
842	João Pedro Barbosa	2025-05-09	Mostra iniciativa para resolver problemas complexos	0.895
842	João Pedro Barbosa	2025-06-25	Participativo e questionador, contribui para o aprendizado da turma	0.117
842	João Pedro Barbosa	2025-09-01	Demonstra criatividade nas soluções apresentadas	0.192
843	Isabella Aragão	2024-12-12	Colaborativo e sempre disposto a ajudar os colegas	0.095
843	Isabella Aragão	2025-02-25	Demonstra evolução constante ao longo do curso	0.588
843	Isabella Aragão	2025-04-08	Mostra iniciativa para resolver problemas complexos	0.819
843	Isabella Aragão	2025-09-18	Líder natural, ajuda os colegas frequentemente	0.613
844	Carolina Azevedo	2024-10-03	Demonstra criatividade nas soluções apresentadas	0.168
844	Carolina Azevedo	2024-11-17	Colaborativo e sempre disposto a ajudar os colegas	0.809
844	Carolina Azevedo	2024-12-04	Excelente capacidade analítica e pensamento crítico	0.73
844	Carolina Azevedo	2025-02-07	Bom desempenho, mas pode melhorar a participação nas discussões	0.203
844	Carolina Azevedo	2025-04-18	Mostra iniciativa para resolver problemas complexos	0.677
844	Carolina Azevedo	2025-09-09	Bom desempenho, mas pode melhorar a participação nas discussões	0.174
845	Larissa das Neves	2024-10-14	Demonstra criatividade nas soluções apresentadas	0.904
845	Larissa das Neves	2024-12-01	Precisa trabalhar melhor em equipe	0.55
845	Larissa das Neves	2025-02-06	Demonstra criatividade nas soluções apresentadas	0.35
845	Larissa das Neves	2025-03-12	Líder natural, ajuda os colegas frequentemente	0.181
845	Larissa das Neves	2025-04-14	Tem dificuldades com alguns conceitos, mas está progredindo	0.119
845	Larissa das Neves	2025-09-19	Precisa desenvolver mais confiança para expressar suas ideias	0.203
846	Gabriel Oliveira	2024-10-01	Pontual e organizado, exemplo para a turma	0.457
846	Gabriel Oliveira	2024-12-15	Precisa desenvolver mais confiança para expressar suas ideias	0.97
846	Gabriel Oliveira	2025-01-09	Precisa desenvolver mais confiança para expressar suas ideias	0.983
846	Gabriel Oliveira	2025-04-22	Pontual e organizado, exemplo para a turma	0.473
846	Gabriel Oliveira	2025-05-19	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.364
846	Gabriel Oliveira	2025-09-19	Apresentou melhora significativa neste período	0.214
847	Agatha Nogueira	2024-10-27	Demonstra criatividade nas soluções apresentadas	0.564
847	Agatha Nogueira	2025-01-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.488
847	Agatha Nogueira	2025-02-28	Líder natural, ajuda os colegas frequentemente	0.452
847	Agatha Nogueira	2025-03-24	Mostra iniciativa para resolver problemas complexos	0.765
847	Agatha Nogueira	2025-06-17	Precisa se esforçar mais para acompanhar o ritmo da turma	0.855
847	Agatha Nogueira	2025-07-19	Estudante dedicado, sempre entrega as atividades no prazo	0.429
847	Agatha Nogueira	2025-08-02	Mostra interesse, mas falta um pouco de foco durante as aulas	0.943
847	Agatha Nogueira	2025-09-19	Excelente capacidade analítica e pensamento crítico	0.136
848	Dr. Henrique Ferreira	2024-10-18	Tem dificuldades com alguns conceitos, mas está progredindo	0.989
848	Dr. Henrique Ferreira	2024-11-28	Estudante dedicado, sempre entrega as atividades no prazo	0.316
848	Dr. Henrique Ferreira	2025-02-28	Apresentou melhora significativa neste período	0.003
848	Dr. Henrique Ferreira	2025-05-18	Colaborativo e sempre disposto a ajudar os colegas	0.476
848	Dr. Henrique Ferreira	2025-06-06	Mantém consistência no desempenho ao longo do tempo	0.937
848	Dr. Henrique Ferreira	2025-07-06	Excelente capacidade analítica e pensamento crítico	0.686
848	Dr. Henrique Ferreira	2025-08-19	Colaborativo e sempre disposto a ajudar os colegas	0.563
849	Olivia da Paz	2024-10-28	Mostra interesse, mas falta um pouco de foco durante as aulas	0.817
849	Olivia da Paz	2024-11-07	Demonstra evolução constante ao longo do curso	0.472
849	Olivia da Paz	2024-12-02	Precisa trabalhar melhor em equipe	0.184
849	Olivia da Paz	2025-01-05	Precisa se esforçar mais para acompanhar o ritmo da turma	0.022
849	Olivia da Paz	2025-02-20	Precisa trabalhar melhor em equipe	0.217
850	Cecília Correia	2024-10-26	Demonstra maior engajamento nas atividades práticas	0.642
850	Cecília Correia	2024-12-07	Excelente participação em aula, demonstra grande interesse pelo conteúdo	0.915
850	Cecília Correia	2025-02-02	Pontual e organizado, exemplo para a turma	0.776
850	Cecília Correia	2025-03-07	Precisa se esforçar mais para acompanhar o ritmo da turma	0.692
850	Cecília Correia	2025-05-04	Excelente capacidade analítica e pensamento crítico	0.823
850	Cecília Correia	2025-07-02	Participativo e questionador, contribui para o aprendizado da turma	0.747
850	Cecília Correia	2025-08-17	Precisa se esforçar mais para acompanhar o ritmo da turma	0.944
850	Cecília Correia	2025-09-10	Precisa desenvolver mais confiança para expressar suas ideias	0.025
851	Dr. Luiz Felipe Silva	2024-12-18	Precisa se esforçar mais para acompanhar o ritmo da turma	0.595
851	Dr. Luiz Felipe Silva	2025-02-26	Demonstra maior engajamento nas atividades práticas	0.399
851	Dr. Luiz Felipe Silva	2025-03-22	Excelente capacidade analítica e pensamento crítico	0.416
851	Dr. Luiz Felipe Silva	2025-04-05	Tem dificuldades com alguns conceitos, mas está progredindo	0.19
851	Dr. Luiz Felipe Silva	2025-05-16	Mostra interesse, mas falta um pouco de foco durante as aulas	0.506
851	Dr. Luiz Felipe Silva	2025-06-15	Mostra interesse, mas falta um pouco de foco durante as aulas	0.547
851	Dr. Luiz Felipe Silva	2025-09-09	Tem dificuldades com alguns conceitos, mas está progredindo	0.817
852	Renan Ramos	2025-02-15	Estudante dedicado, sempre entrega as atividades no prazo	0.932
852	Renan Ramos	2025-04-27	Apresentou melhora significativa neste período	0.293
852	Renan Ramos	2025-09-13	Precisa desenvolver mais confiança para expressar suas ideias	0.815
853	Ana Laura Silva	2024-10-02	Precisa se esforçar mais para acompanhar o ritmo da turma	0.157
853	Ana Laura Silva	2025-02-03	Estudante dedicado, sempre entrega as atividades no prazo	0.433
853	Ana Laura Silva	2025-04-21	Mostra interesse, mas falta um pouco de foco durante as aulas	0.704
853	Ana Laura Silva	2025-05-23	Tem potencial, mas precisa se dedicar mais aos estudos	0.053
853	Ana Laura Silva	2025-06-05	Mostra interesse, mas falta um pouco de foco durante as aulas	0.345
853	Ana Laura Silva	2025-07-13	Tem dificuldades com alguns conceitos, mas está progredindo	0.74
853	Ana Laura Silva	2025-09-04	Demonstra maior engajamento nas atividades práticas	0.105
854	Samuel das Neves	2025-04-06	Estudante dedicado, sempre entrega as atividades no prazo	0.377
854	Samuel das Neves	2025-07-21	Tem dificuldades com alguns conceitos, mas está progredindo	0.409
854	Samuel das Neves	2025-09-09	Apresentou melhora significativa neste período	0.181
